state1,state2,state3,count,prob,0.99,0.9953584111663872,0.9978455653099682,0.999,0.9995358411166387,0.9997845565309968,0.9999,0.9999535841116639,0.9999784556530997,0.99999
1.0,5.0,1.0,1020764,0.005834279693961576,13.93421228788793,15.040994364302605,16.182610927848145,17.663551235571504,19.476069047581404,21.730798759963363,25.31762396823615,29.364345819689333,32.20037043187767,34.404404589440674
1.0,1.0,6.0,1005454,0.005746773843329548,13.822280602063984,14.859167103655636,15.923363134264946,17.16123179346323,18.66173632722348,20.495528906118125,22.655767399817705,27.270921520423144,32.7162397634238,35.2985161440447
3.0,1.0,1.0,990686,0.005662365848415518,11.822061623912305,12.922973332926631,14.205822833580896,15.577797562582418,17.352176701184362,18.974657086189836,21.270809594076127,25.390703869517893,29.69690465228632,31.670257010962814
0.0,5.0,1.0,951996,0.005441229247438825,12.542926487280056,13.623228185577318,14.865106784272939,16.210393209708855,17.683002484962344,19.164905324578285,20.730913469102234,23.58084849640727,30.25167830195278,32.8437628953252
0.0,2.0,5.0,944782,0.005399996902144282,12.568142289761454,13.56053846841678,14.663442926015705,15.948488130932674,17.69392480608076,19.553437659982592,21.864319051615894,23.49987493827939,26.310933333821595,28.213672635611147
2.0,3.0,1.0,940908,0.005377854664041834,12.632639352232218,13.713975362014025,14.93861302593723,16.33007571066264,18.00427279062569,20.48883815726731,22.531103167450055,25.901692216284573,28.226680194959044,30.559636897407472
1.0,3.0,4.0,935530,0.005347116162101988,13.893513846211135,14.958884259685874,16.107792695984244,17.564408068312332,19.398601641878486,21.0785475759767,22.9176404485479,25.033980436623096,27.895508464425802,32.619364991784096
0.0,3.0,4.0,918212,0.00524813338475088,12.636636429931968,13.64540649484843,14.704582434147596,16.041553457733244,17.852574540302157,19.883398880250752,22.04539689887315,24.662131910678,28.95918405149132,31.979905708692968
3.0,1.0,2.0,912050,0.005212913851661751,12.211677258717827,13.274078903603368,14.410300799645483,15.778819813393056,17.539785712957382,19.62358364276588,21.606692384928465,23.805995115544647,27.69133011577651,36.98958869371563
1.0,4.0,3.0,883422,0.005049287627501483,14.065219293581322,15.148289134725928,16.353705449029803,17.695969204884022,19.30525189661421,21.17352930549532,22.987737298943102,25.18066560663283,26.957600554917008,34.42377861216664
2.0,2.0,3.0,876358,0.005008912622350297,12.792189263738692,13.844261060468853,15.001462132669985,16.458220284199342,17.97047640942037,19.75701460847631,21.99299672897905,24.37250089435838,27.469903300050646,28.119268833193928
1.0,5.0,2.0,873590,0.0049930918389048725,14.471318234223872,15.536109345499426,16.771702708210796,18.121027810499072,19.59318048413843,21.612117163836956,24.02575855050236,26.89247815310955,35.36768340994604,39.01048110984266
0.0,4.0,3.0,872806,0.004988610807755591,12.716100806836039,13.75243251491338,14.878014612942934,16.39972787257284,17.68336142320186,19.401155232684687,21.526568020693958,23.479597561992705,28.5960123995319,33.14353388734162
2.0,1.0,4.0,872212,0.004985215740787895,12.698435369646177,13.774733901023865,14.985036729136482,16.424741771654226,18.156721947714686,20.10439338721335,22.063898355234414,24.56690394040197,28.81615917943418,38.26750250160694
0.0,5.0,2.0,859136,0.004910478542690938,13.073940520640463,14.19213112583384,15.46392707247287,16.800192314665765,18.425846035592258,20.314252092968673,22.704241866245866,25.988849044777453,29.98731346707791,35.50716784503311
3.0,2.0,1.0,848704,0.004850853393520898,12.788496274501085,13.877904831897467,15.124956153333187,16.54967008717358,18.200540042482316,19.889436377910897,21.258014714345336,23.52534775272943,26.626768229762092,39.27983580343425
2.0,3.0,2.0,812258,0.004642542601088834,13.174994252156466,14.22519668226596,15.416708197211847,16.880840974859893,18.2848661839962,20.008406417211518,22.13526292471215,23.91558123473078,26.648535268381238,28.530235966667533
0.0,1.0,3.0,795062,0.004544257127054323,8.711269143037498,9.612819635309279,10.64349488040898,11.796309335622936,13.143743202090263,14.813373191747814,16.722925130743533,18.72032601479441,20.730676017701626,24.10654332616832
1.0,2.0,6.0,783070,0.004475715640393363,15.113831833004951,16.19401387218386,17.322659000754356,18.586879219627008,20.15680787153542,22.12402936303988,25.032124236226082,27.428629264235497,29.798444627784193,35.432438996620476
1.0,1.0,7.0,763904,0.0043661704324760905,15.078620789572597,16.158201426267624,17.25102306995541,18.532503856811672,19.905377941206098,21.89524655090645,24.014832000248134,31.81577445799485,35.38566786888987,44.11544637568295
1.0,6.0,1.0,747696,0.004273531972185828,15.277511039981619,16.423854956403375,17.739033728837967,19.151444123126566,20.756177897099406,22.5261132188607,25.309927680063993,28.258166422136128,34.11454781657085,36.662141390377656
0.0,2.0,6.0,734916,0.004200486591971764,13.815634052734822,14.822771079838276,16.10430135950446,17.45837874081917,19.035684874281287,20.45352721447125,22.45787124428898,24.997523601632565,29.43067970685661,32.32910731434822
0.0,1.0,4.0,734780,0.004199709270241787,9.997901384718716,10.928203760064207,11.95987362228334,13.16603004396893,14.58911816868931,16.102164901793003,17.85498576425016,20.668960259296,26.101907586678863,44.477761377580464
0.0,6.0,1.0,725386,0.00414601691486378,13.975184485316277,15.096111321821809,16.28847169270739,17.844352275133133,19.403467538766563,21.072599448263645,23.630238441750407,26.74413127359003,30.366204060148448,39.33473450969905
0.0,1.0,2.0,713848,0.004080070311036717,7.595961510203779,8.475565234199166,9.483335901750252,10.557246211916208,11.811944152694196,12.972048409748822,14.837809511460364,17.238019451498985,19.095838234992698,20.713859451003373
4.0,1.0,1.0,708364,0.004048725955395564,13.335374251008034,14.471282151993364,15.702429086901248,17.214548661373556,18.835521180182695,20.38933076430112,22.43749599531293,24.693670335691422,32.362062946893275,36.90824600029737
3.0,2.0,2.0,708176,0.00404765142241589,13.265565120615065,14.359809247311205,15.587750439532101,17.025820665061474,18.70574865490198,20.872463503153995,23.59261899907142,25.766550599597394,29.30756163969636,34.75799140986055
0.0,3.0,5.0,705508,0.004032402199066036,13.836305883829482,14.887568091973662,16.13330158847384,17.543610629159957,19.462463544448838,21.40138481417671,22.85545588284731,24.546706860885024,32.48324910458177,37.25783949159086
1.0,3.0,5.0,694780,0.003971085232013104,15.166625284124166,16.256484566256404,17.44233081524726,18.80944919772446,20.347474266774952,21.875367421191186,23.780145614407957,25.198633518069983,28.0523137813434,33.62475861329585
3.0,1.0,3.0,676088,0.0038642492189488406,12.968667137436569,14.03849124116823,15.250770912505686,16.603709721937776,18.589995835442096,20.844840165111236,22.499713631812483,23.903432273771614,25.14549685548991,28.943040126003325
2.0,4.0,1.0,673608,0.003850074528578662,13.940357943065464,14.998704510275275,16.213858957402408,17.68283183593303,19.264617307810113,22.045936128590256,24.17346085421741,26.76889451034367,29.452868819236755,31.20331133529544
