state1,count,prob,0.99,0.9953584111663872,0.9978455653099682,0.999,0.9995358411166387,0.9997845565309968,0.9999,0.9999535841116639,0.9999784556530997,0.99999
1.0,56974012,0.32564071743823564,4.316032512113452,5.036991602741182,5.862618214916438,6.821642208844423,7.962627252563834,9.298477064818144,10.861393905244768,12.590163063257933,14.663766424637288,17.281543352175504
0.0,43161254,0.24669250461234707,2.947821957990527,3.534032606286928,4.2266199183650315,5.028425814583898,5.952683013863862,7.03751296189148,8.298620290588588,9.746955452486873,11.452013434842229,13.440346649382263
2.0,29552098,0.16890799957224442,5.858119237236679,6.666155971121043,7.593140485696495,8.656198213458993,9.919251735322177,11.354740378912538,12.992359090596437,15.10044205840677,17.395409328863025,20.369967870414257
3.0,17217056,0.09840582172823427,7.309836751781404,8.186416745185852,9.16852095304057,10.330181141383946,11.681125245057046,13.226340576540679,15.016598394140601,17.11446972610429,19.54963937168941,22.62904267758131
4.0,10430198,0.05961484965711824,8.69321894668974,9.619741662405431,10.686749051790684,11.910756547003984,13.343385193962604,15.03346128994599,16.970407760702074,19.346358844079077,21.769210602156818,25.256943857995793
5.0,6427804,0.03673876268556198,10.031955777201802,11.003185763023794,12.097671020310372,13.386954615823925,14.92422818299383,16.794665914494544,18.757942591328174,21.05263660941273,24.079823054373264,27.8058556355536
6.0,4025084,0.023005773957241474,11.330854832194746,12.331101792864501,13.468717358075082,14.770328895188868,16.315375690581277,18.186494656139985,20.21948127541691,23.11737415799871,26.865279586520046,30.310664829798043
7.0,2545652,0.014549931004123063,12.629498896189034,13.681099695386365,14.836401892825961,16.172393581829965,17.806562908692285,19.645819350145757,21.758102268446237,25.053124654805288,28.42457789927721,31.312608134001493
8.0,1620106,0.009259879401962955,13.898438804782927,15.00077907834202,16.216582503635436,17.67108368477784,19.24312449572608,21.168743029236794,23.824100666679442,27.280153843574226,30.98868408286944,35.094675794942304
9.0,1034242,0.0059113145636427306,15.156827669590712,16.27305338345468,17.530891064554453,18.99349489994347,20.593288006726652,22.77404181100428,25.546240805415437,28.822421179618686,32.488443405367434,38.32816378865391
10.0,665560,0.003804075372087051,16.393145291134715,17.546478828415275,18.785735039273277,20.18578927591443,22.086956521961838,24.38207036536187,27.557991546578705,30.892034515505657,34.03230431815609,39.14519824460149
11.0,430034,0.0024579027413908334,17.65782102011144,18.805459644645452,20.047373530454934,21.566869442816824,23.640783742070198,26.16005093464628,29.68169649131596,33.54249669611454,38.03447913751006,41.972085358109325
12.0,284630,0.0016268315000257487,18.823895659297705,19.998021845705807,21.30395144596696,22.95615880098194,25.04075442883186,27.77387099014595,31.366295730229467,36.469099189154804,42.40330732986331,43.829350874293596
13.0,188536,0.001077596541787073,20.107572437264025,21.443573374766856,22.8675049059093,24.51560447830707,26.633984964340925,28.820640061749145,33.11393538489938,35.634497731691226,40.936788050457835,42.54768213443458
14.0,126538,0.0007232407137345262,21.36719374335371,22.73996168980375,24.307337481994182,26.09658749960363,28.08595123561099,30.84816716844216,35.151398547459394,37.35766950622201,41.98716704454273,48.81856143241748
