state1,state2,count,prob,0.99,0.9953584111663872,0.9978455653099682,0.999,0.9995358411166387,0.9997845565309968,0.9999,0.9999535841116639,0.9999784556530997,0.99999
1.0,1.0,12635342,0.072218572811012,6.539028142113239,7.3995846742764115,8.391656645573676,9.526929309591651,10.839122673030943,12.412099838256836,14.297020046040416,16.471858848817647,18.484897894319147,21.653650786262006
1.0,2.0,11625632,0.06644747337001491,7.458836527890526,8.348865501116961,9.357633833307773,10.533092308789492,11.82543897186406,13.405921847792342,15.312530319206417,17.392763700336218,19.66120445355773,22.709053145721555
0.0,2.0,9237924,0.05280028724324163,5.974983680993319,6.798693245276809,7.727187716402113,8.800273233093321,10.066823537927121,11.518622225150466,13.23253382416442,15.311727134045213,17.42971393605694,19.401671049185097
1.0,3.0,8575368,0.04901338153642555,8.729854905046523,9.662946545518935,10.718323516310193,11.929469799622893,13.385454505914822,14.993422570754774,17.014120740583166,19.197497464250773,21.507390446960926,25.059442419558764
0.0,3.0,7825874,0.044729572913721344,7.329275349155068,8.213006946258247,9.231992625282146,10.387769038090482,11.728042866103351,13.222715058363974,15.118056179955602,16.776585194282234,18.857040520291775,22.37441150099039
2.0,1.0,7552738,0.04316843653108061,8.151728016324341,9.068002977408469,10.136129572987556,11.362645751796663,12.773014536127448,14.481514773331583,16.316826440393925,18.82602044614032,21.751952755264938,24.704635830130428
1.0,4.0,6164054,0.03523127293349161,10.017208912875503,10.967203977052122,12.02398091275245,13.278183958493173,14.76307481015101,16.38707468099892,18.32074169628322,20.562712036073208,24.043880102224648,26.906900097616017
2.0,2.0,6103894,0.03488742237999567,8.92633381858468,9.877009090036154,10.942583578173071,12.160502597223967,13.613930207677186,15.29012678808067,17.373939235229045,19.643114882986993,22.502913853386417,25.775785415433347
0.0,4.0,5963370,0.03408424327129449,8.684159009717405,9.598751177545637,10.649901956319809,11.829423585906625,13.135513977147639,14.675039483932778,16.269119591685012,18.19720670231618,21.562756911851466,26.827242340892553
0.0,1.0,5257820,0.03005160101698831,4.97876625158824,5.727634462993592,6.590539804659784,7.58001400437206,8.720734835136682,10.162575411144644,11.82000358402729,13.768191704526544,16.20598315866664,18.379342048661783
3.0,1.0,4715472,0.02695175626985707,9.680383736267686,10.651967897079885,11.795226301066577,13.080243381671607,14.636835651937872,16.291034548543394,18.334696575067937,20.90483958646655,23.560064068995416,27.474100074265152
0.0,5.0,4377232,0.02501851140259533,9.995998642407358,10.965133428573608,12.031646937597543,13.366141436388716,14.872344147413969,16.830752294743434,18.697217053268105,21.756430183537304,24.78749030083418,28.413570038974285
1.0,5.0,4372276,0.024990184884258793,11.317463260143995,12.300087981624529,13.3909704182297,14.696008840575814,16.16439821291715,18.02559490967542,20.159095058450475,22.9930297404062,26.63308608578518,29.649849300738424
2.0,3.0,4134674,0.023632146665978508,10.073681329376996,11.039470578194596,12.123323014006019,13.381715287454426,14.838822731748223,16.324449123814702,18.383530117105693,21.074561085086316,24.125735582900234,29.016751834657043
1.0,0.0,3755566,0.02146531661885852,6.154742913786322,7.031002182513475,7.987980936653912,9.081991591490805,10.427823083940893,11.941118948161602,13.614631863310933,15.434595461236313,18.692635840037838,21.192300039809197
