state1,state2,count,prob,0.99,0.9953584111663872,0.9978455653099682,0.999,0.9995358411166387,0.9997845565309968,0.9999,0.9999535841116639,0.9999784556530997,0.99999
3.0,2.0,3601094,0.020582416308026995,10.338551431428641,11.337319580721669,12.480522191850469,13.754141564015299,15.23699563043192,16.991917393170297,19.050951967481524,21.91576038952917,26.118580244481564,30.392814690247178
0.0,6.0,3139746,0.01794553523830884,11.326885459246114,12.32019881810993,13.386307935230434,14.70341826044023,16.245184095576406,18.096280810423195,20.819158241385594,24.051075898110867,27.548605101183057,30.11566238757223
1.0,6.0,3064880,0.017517631057158124,12.583177478052676,13.587162217823789,14.704061394557357,15.990481002023444,17.530985109508038,19.34895704581868,21.488260018872097,24.244975470006466,29.189881729893386,32.8735196730122
2.0,0.0,3021468,0.017269505388468536,8.054497812059708,9.049950734712183,10.1865357325878,11.56070005800575,13.013193206395954,14.880559626501054,17.08258064975962,19.311073171906173,22.571307375095785,26.330702856648713
4.0,1.0,2964572,0.016944310556492058,11.141209272202104,12.158603387186304,13.298600276466459,14.619415391236544,16.062382743228227,17.608070550486445,19.63693807227537,22.705244556302205,26.351956765633076,29.845674897544086
2.0,4.0,2801522,0.016012381820662388,11.344634894281626,12.334857952781022,13.450252765789628,14.711672238539904,16.280619150027633,18.284552154131234,20.191285169217736,22.3547209110111,25.45000047981739,30.068927970714867
3.0,3.0,2305292,0.013176129158406909,11.430043663829565,12.435758715495467,13.571677280589938,14.846597854979336,16.330968025606126,17.894706883933395,19.886676786933094,21.764214102644473,24.687938794493675,28.591450745938346
0.0,7.0,2216682,0.01266966975772082,12.563475731294602,13.559884599409997,14.62963852379471,15.873021106701344,17.372794173657894,19.07974216621369,21.308359943330288,24.261425958247855,29.03842020733282,31.534925542771816
4.0,2.0,2187734,0.012504214541254721,11.744476404041052,12.777611241210252,13.969868469517678,15.305702857091092,16.805318514816463,18.594328644685447,20.45996264088899,23.13045509182848,26.547535674180835,30.32924090605229
1.0,7.0,2124292,0.01214160538542212,13.85409779055044,14.907270536292344,16.06035043951124,17.39679229259491,18.9432702655904,20.988732170662843,23.188880097121,25.827390909660608,28.975472183316015,31.626202644314617
3.0,0.0,2107562,0.012045983381432973,9.794552410021424,10.93066862039268,12.251742535503581,13.829797010868788,15.568887755274773,17.826379081234336,20.532278542174026,23.389430094510317,27.571810408495367,33.189206247683614
2.0,5.0,1904660,0.010886276516316068,12.59725750144571,13.642560027888976,14.810466800350696,16.167684262385592,17.835802996065468,19.70447416510433,21.666754893027246,23.955941737629473,27.999139800667763,33.3804785925895
5.0,1.0,1850444,0.010576399494900912,12.54383119661361,13.637577490881085,14.840575318783522,16.317346863332205,17.91439921222627,19.839240045286715,22.57288193842396,26.357640558853745,29.590988707263023,32.48030229611322
0.0,8.0,1545148,0.008831449385524315,13.891331743448973,14.944898772984743,16.166870557237417,17.444324577692896,19.132878981530666,21.292297014500946,23.842591636814177,26.748976501519792,29.647127400152385,37.724962962791324
3.0,4.0,1502066,0.008585209865150111,12.623285324312747,13.656123606488109,14.803419104078785,16.127252662554383,17.686178712639958,19.562563663814217,21.63978637382388,23.432980256155133,25.938388152513653,30.035884806420654
